id	title	year	venue	language	doi	isbn	url	authors	author_count	abstract	abstract_len	pub_type	is_article	is_inproceedings	is_book	is_incollection	source	src_acm	src_ieee	src_scopus	src_springer	RQs	rq1_hit	rq2_hit	rq3_hit	rq4_hit	relevance	score	decision	reason	kw_rag_retrieval_augmented_generation	kw_rag_retrieval_augmented	kw_rag_retrieval_augmented_1	kw_rag_rag	kw_rag_graph_rag	kw_rag_graphrag	kw_rag_grounded_generation	kw_rag_document_grounded	kw_rag_document_grounded_1	kw_rag_context_augmentation	kw_rag_context_augmented	kw_rag_hybrid_llm	kw_rag_hybrid_llms	kw_rag_agentic_rag	kw_rag_provenance	kw_rag_source_attribution	kw_llm_large_language_model	kw_llm_large_language_models	kw_llm_llm	kw_llm_llms	kw_llm_chatgpt	kw_llm_gpt_4	kw_llm_gpt4	kw_llm_gpt_3	kw_llm_gpt3	kw_llm_openai	kw_rq1_trust	kw_rq1_confidence	kw_rq1_credibility	kw_rq1_user_perception	kw_rq1_perceived_reliability	kw_rq1_overtrust	kw_rq1_trustworthiness	kw_rq2_hallucination	kw_rq2_hallucinations	kw_rq2_factuality	kw_rq2_faithfulness	kw_rq2_accuracy	kw_rq2_grounding	kw_rq2_grounded	kw_rq2_correctness	kw_rq2_consistency	kw_rq3_explainable_ai	kw_rq3_explainability	kw_rq3_interpretable	kw_rq3_interpretability	kw_rq3_transparency	kw_rq3_attribution	kw_rq3_saliency	kw_rq3_attention	kw_rq3_citation	kw_rq3_citations	kw_rq3_reference	kw_rq3_provenance	kw_rq3_source_attribution	kw_rq3_evidence	kw_rq3_evidence_highlighting	kw_rq3_highlighting	kw_rq3_calibration	kw_rq3_brier	kw_rq3_ece	kw_rq4_evaluation	kw_rq4_evaluation_metric	kw_rq4_evaluation_metrics	kw_rq4_metric	kw_rq4_metrics	kw_rq4_methodology	kw_rq4_methodologies	kw_rq4_method	kw_rq4_methods	kw_rq4_protocol	kw_rq4_instrument	kw_rq4_questionnaire	kw_rq4_scale	kw_rq4_survey	kw_rq4_user_study	kw_rq4_benchmark	kw_rq4_dataset	kw_rq4_guideline	kw_rq4_framework	kw_rq4_pipeline	rqs_llm	llm_explanation	llm_response	llm_reasoning	llm_status	RQ1_LLM	RQ2_LLM	RQ3_LLM	RQ4_LLM
abdullah_rails_2025	{RAILS}: {Retrieval}-{Augmented} {Intelligence} for {Learning} {Software} {Development}	2025	2025 {IEEE} {High} {Performance} {Extreme} {Computing} {Conference} ({HPEC})		10.1109/HPEC67600.2025.11196549		https://doi.org/10.1109/hpec67600.2025.11196549	Abdullah	1	This paper proposes a novel hardware-software co-design for accelerating graph neural networks (GNNs) on field-programmable gate arrays (FPGAs). Traditional GNN implementations suffer from irregular memory access patterns and high computational overhead, limiting their scalability on edge devices. We introduce a reconfigurable architecture that optimizes sparse matrix operations through dynamic tiling and prefetching mechanisms, achieving up to 5x speedup over state-of-the-art GPU baselines while reducing power consumption by 40%. Experimental results on benchmark datasets demonstrate the efficacy of our approach in real-time applications such as social network analysis and recommendation systems.	706	inproceedings	0	1	0	0		0	0	0	0	RQ4	0	0	0	1	Baja	1.0	Include	Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0		El artículo no aborda ninguna de las preguntas de investigación.	"{""rqs"":"""",""explanation"":""El artículo no aborda ninguna de las preguntas de investigación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper ""RAILS: Retrieval - Augmented Intelligence for Learning Software Development"". The abstract: proposes hardware-software co-design for accelerating graph neural networks on FPGAs. It's about GNN acceleration, not about RAG systems, trust, hallucinations, explainability, evaluation. So none of the RQs are addressed. The RQ4 is about methods and metrics used to evaluate trust/credibility, factuality, explainability. The paper is about hardware acceleration, no evaluation of trust, etc. So all RQs are not covered. So rqs: """" (empty). Explanation: ""El artículo no aborda ninguna de las preguntas de investigación."" Scores: all 0.

Return JSON."	ok	0.0	0.0	0.0	0.0
abolhasani_ontokgen_2025	{OntoKGen}: {A} {Genuine} {Ontology} and {Knowledge} {Graph} {Generator} {Using} {Large} {Language} {Model}	2025	2025 {Annual} {Reliability} and {Maintainability} {Symposium} ({RAMS})		10.1109/RAMS48127.2025.10935139		https://doi.org/10.1109/rams48127.2025.10935139	Abolhasani	1	This paper introduces a framework for assessing the reliability of additive manufacturing processes under varying environmental conditions. We develop a probabilistic model that integrates sensor data from in-situ monitoring to predict defect formation and part failure rates. The model is validated through experimental data from laser powder bed fusion of titanium alloys, demonstrating improved accuracy over traditional deterministic approaches. Results show a 25% reduction in prediction error, enabling better process optimization for aerospace applications.	564	inproceedings	0	1	0	0		0	0	0	0	RQ2,RQ4	0	1	0	1	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		El artículo no aborda ninguno de los temas de RAG, confianza, errores, explicabilidad ni métricas de evaluación.	"{""rqs"":"""",""explanation"":""El artículo no aborda ninguno de los temas de RAG, confianza, errores, explicabilidad ni métricas de evaluación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper. Title: ""OntoKGen : A Genuine Ontology and Knowledge Graph Generator Using Large Language Model"". Abstract: describes a framework for assessing reliability of additive manufacturing processes, probabilistic model integrating sensor data, etc. This is unrelated to RAG, trust, hallucinations, etc. The abstract is about additive manufacturing, not RAG. So none of the RQs are addressed. The Kitchenham tags: RQ2,RQ4. But that might be internal classification. But we must base judgement solely on title and abstract. So no RQ covered. So rqs: """" (empty). Explanation: ""El artículo no aborda ninguno de los temas de RAG, confianza, errores, explicabilidad ni métricas de evaluación."" Scores: all 0.

Return JSON."	ok	0.0	0.0	0.0	0.0
aboulela_exploring_2025	Exploring {RAG} {Solutions} to {Reduce} {Hallucinations} in {LLMs}	2025	2025 {IEEE} {International} systems {Conference} ({SysCon})		10.1109/SysCon64521.2025.11014810		https://doi.org/10.1109/syscon64521.2025.11014810	AboulEla	1	This paper proposes a framework for integrating artificial intelligence into model-based systems engineering (MBSE) processes to enhance the design and verification of complex systems. We introduce a novel methodology that leverages machine learning algorithms to automate the generation of system models from natural language requirements, reducing manual effort and improving consistency. The approach is validated through a case study on an autonomous vehicle system, demonstrating significant improvements in model accuracy and development time. Key contributions include a semantic parsing tool for requirements analysis and an optimization technique for model refinement using reinforcement learning. The framework is implemented as an extension to SysML and shows promise for scalable application in industries such as aerospace and automotive.	851	inproceedings	0	1	0	0		0	0	0	0	RQ2,RQ4	0	1	0	1	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0		El resumen no menciona hallazgos sobre RAG, confianza, explicabilidad ni métricas de evaluación; por lo tanto, no cubre ninguna RQ.	"{""rqs"":"""",""explanation"":""El resumen no menciona hallazgos sobre RAG, confianza, explicabilidad ni métricas de evaluación; por lo tanto, no cubre ninguna RQ."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper. Title: ""Exploring RAG Solutions to Reduce Hallucinations in LLMs"". Abstract: proposes framework for integrating AI into MBSE processes to enhance design and verification of complex systems. Introduces methodology leveraging ML to automate generation of system models from natural language requirements, reducing manual effort and improving consistency. Validated through case study on autonomous vehicle system. Key contributions: semantic parsing tool for requirements analysis and optimization technique for model refinement using reinforcement learning. Implemented as extension to SysML. Not about RAG? Wait title says RAG solutions to reduce hallucinations. But abstract seems about MBSE, not RAG. The abstract doesn't mention retrieval-augmented generation, hallucinations, trust, explainability, evaluation metrics. So likely no RQs addressed. But the title suggests RAG solutions to reduce hallucinations. But abstract doesn't mention hallucinations or RAG. So unclear. According to instruction: If evidence unclear, treat as NOT covered (score 0). So all RQs 0. But maybe RQ2 (quality) about hallucinations? Title says reduce hallucinations. But abstract doesn't mention hallucinations. So unclear. So 0. RQ1 trust? No. RQ3 XAI? No. RQ4 methods? The paper does mention methodology, evaluation via case study, but not about evaluation of trust or hallucinations. So not relevant. So all 0. rqs empty string. Explanation: ""El artículo no menciona hallazgos sobre RAG, confianza, explicabilidad ni métricas de evaluación."" Provide Spanish explanation less than 60 words. Let's craft: ""El resumen no menciona hallazgos sobre RAG, confianza, explicabilidad ni métricas de evaluación; por lo tanto, no cubre ninguna RQ."" That's 30 words. Good. JSON."	ok	0.0	0.0	0.0	0.0
abrahamyan_stackrag_2024	{StackRAG} {Agent}: {Improving} {Developer} {Answers} with {Retrieval}-{Augmented} {Generation}	2024	2024 {IEEE} {International} {Conference} on {Software} {Maintenance} and {Evolution} ({ICSME})		10.1109/ICSME58944.2024.00098		https://doi.org/10.1109/icsme58944.2024.00098	Abrahamyan	1	Jupyter Notebooks are widely used in data science and machine learning for their ability to combine code, visualizations, and narrative text in a single document. However, notebooks often exhibit code smells—symptoms of deeper design problems—that can hinder maintainability, reproducibility, and collaboration. Detecting these smells in notebooks is challenging due to their unique structure, which mixes executable code cells with markdown cells and outputs. Existing smell detection tools are primarily designed for traditional source code and do not adequately handle notebook-specific constructs. In this paper, we propose NotebookSmellDetector, a novel static analysis tool tailored for detecting code smells in Jupyter Notebooks. Our approach extends traditional smell detection techniques to account for notebook idiosyncrasies, such as cell dependencies, output pollution, and narrative-code entanglement. We implement detectors for five common notebook smells: Long Cell, Output Pollution, Unused Imports, Data Leakage, and Narrative Bloat. To evaluate our tool, we apply it to a corpus of 1,000 open-source notebooks from GitHub, revealing that 78% contain at least one smell, with Output Pollution being the most prevalent (52%). We also conduct a user study with 20 data scientists, who confirm the relevance of the detected smells and appreciate the tool's feedback. Our work provides the first comprehensive framework for notebook smell detection, enabling practitioners to improve notebook quality and researchers to study code quality in data science artifacts.	1578	inproceedings	0	1	0	0		0	0	0	0	RQ2,RQ4	0	1	0	1	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0		El artículo no aborda ninguna de las preguntas de investigación.	"{""rqs"":"""",""explanation"":""El artículo no aborda ninguna de las preguntas de investigación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper. Title: ""StackRAG Agent : Improving Developer Answers with Retrieval - Augmented Generation"". Abstract: describes a tool for detecting code smells in Jupyter notebooks. It does not mention RAG, trust, hallucinations, explainability, evaluation metrics. The abstract is about static analysis tool NotebookSmellDetector. So none of the RQs are addressed. The Kitchenham tags: RQ2,RQ4 but those are about quality and methods. But the abstract does not mention RAG or evaluation of trust, hallucinations, etc. So we treat as not covered. So rqs empty string. Explanation: ""El artículo no aborda ninguna de las preguntas de investigación."" Scores: all 0. Return JSON."	ok	0.0	0.0	0.0	0.0
abtahi_augmenting_2025	Augmenting {Large} {Language} {Models} with {Static} {Code} {Analysis} for {Automated} {Code} {Quality} {Improvements}	2025	2025 {IEEE}/{ACM} {Second} {International} {Conference} on {AI} {Foundation} {Models} and {Software} {Engineering} ({Forge})		10.1109/Forge66646.2025.00017		https://doi.org/10.1109/forge66646.2025.00017	Abtahi	1	This paper presents a novel approach to forging digital identities using advanced machine learning techniques. We explore the ethical implications and potential misuse in cybersecurity contexts, demonstrating a proof-of-concept system that generates realistic synthetic personas. Our methodology integrates generative adversarial networks (GANs) with blockchain analysis to bypass traditional verification protocols. Experimental results show a 95% success rate in evading detection on popular platforms. We discuss mitigation strategies and call for updated regulatory frameworks to address these emerging threats.	615	inproceedings	0	1	0	0		0	0	0	0	RQ4	0	0	0	1	Baja	1.0	Include	Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0		El artículo no menciona RAG ni métricas de evaluación.	"{""rqs"":"""",""explanation"":""El artículo no menciona RAG ni métricas de evaluación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to analyze the provided paper metadata: Title: ""Augmenting Large Language Models with Static Code Analysis for Automated Code Quality Improvements"". Abstract: ""This paper presents a novel approach to forging digital identities using advanced machine learning techniques. We explore the ethical implications and potential misuse in cybersecurity contexts, demonstrating a proof-of-concept system that generates realistic synthetic personas. Our methodology integrates generative adversarial networks (GANs) with blockchain analysis to bypass traditional verification protocols. Experimental results show a 95% success rate in evading detection on popular platforms. We discuss mitigation strategies and call for updated regulatory frameworks to address these emerging threats.""

Wait, the title and abstract mismatch: Title about augmenting LLMs with static code analysis for code quality improvements, but abstract about forging digital identities using GANs and blockchain. That seems inconsistent. But we must use only supplied title and abstract. The abstract is about forging digital identities, GANs, blockchain, cybersecurity. No mention of RAG, trust, hallucinations, explainability, evaluation metrics. So none of the RQs are addressed. RQ4 is about methods and metrics used to evaluate trust/credibility, factuality, explainability. The abstract does not mention evaluation methods for RAG. So none.

Thus rqs: """" (empty). Explanation: ""El artículo no menciona RAG ni métricas de evaluación."" Scores: all 0.

Return JSON."	ok	0.0	0.0	0.0	0.0
abuaziz_context-aware_2025	A {Context}-{Aware}	2025		English	10.1109/ISAS66241.2025.11101733		https://doi.org/10.1109/isas66241.2025.11101733	Abuaziz	1	This paper proposes a novel framework for enhancing cybersecurity in IoT ecosystems using blockchain technology integrated with machine learning. The approach addresses key vulnerabilities such as data tampering and unauthorized access by implementing a decentralized ledger for transaction validation and an anomaly detection model trained on real-time network traffic. Experimental evaluations on a simulated IoT network demonstrate a 92% accuracy in threat detection and a 40% reduction in response time compared to traditional methods. The results highlight the framework's potential for scalable deployment in smart city applications.	639	article	1	0	0	0		0	0	0	0	RQ2,RQ3,RQ4	0	1	1	1	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0		El artículo no menciona RAG, confianza, errores, XAI ni métricas de evaluación.	"{""rqs"":"""",""explanation"":""El artículo no menciona RAG, confianza, errores, XAI ni métricas de evaluación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper titled ""A Context - Aware"" with abstract about blockchain + ML for IoT cybersecurity. The RQs are about RAG systems, trust, hallucinations, XAI, evaluation metrics. The paper is about blockchain, anomaly detection, IoT, not RAG. So none of the RQs are addressed. The Kitchenham tags RQ2,RQ3,RQ4 but those are just tags for the systematic review, not the paper's content. The abstract does not mention RAG, trust, hallucinations, XAI, evaluation metrics. So all RQs are not covered. So rqs: """" (empty). Explanation: ""El artículo no menciona RAG, confianza, errores, XAI ni métricas de evaluación."" Scores: all 0.

Return JSON."	ok	0.0	0.0	0.0	0.0
agarwal_building_2025	Building {Retrieval}-{Augmented} {Generation} ({RAG}) {Systems}	2025	Mastering {LangChain}		10.1007/979-8-8688-1718-2_5		https://doi.org/10.1007/979-8-8688-1718-2_5	Agarwal	1	This chapter presents a comprehensive review of recent advancements in artificial intelligence (AI) applications for cybersecurity. We explore various machine learning and deep learning techniques used to detect and mitigate cyber threats, including anomaly detection, intrusion detection systems, and predictive analytics for vulnerability assessment. The discussion highlights key challenges such as adversarial attacks, data privacy concerns, and the need for explainable AI in security contexts. Through case studies and empirical evaluations, we demonstrate the efficacy of AI-driven approaches in enhancing threat intelligence and response mechanisms. Future directions include integrating AI with blockchain and edge computing for more robust cybersecurity frameworks.	775	incollection	0	0	0	1	SPRINGER	0	0	0	1	RQ3,RQ4	0	0	1	1	Media	2.0	Include	XAI/calibración y Métricas/metodologías	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	RQ3,RQ4	El resumen menciona la necesidad de XAI en contextos de seguridad y la realización de evaluaciones empíricas, pero no aborda confianza ni errores de generación.	"{""rqs"":""RQ3,RQ4"",""explanation"":""El resumen menciona la necesidad de XAI en contextos de seguridad y la realización de evaluaciones empíricas, pero no aborda confianza ni errores de generación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":1,""RQ4"":0.5}}"	"We need to decide which RQs are addressed by the work. Title: ""Building Retrieval - Augmented Generation ( RAG ) Systems"". Abstract: discusses AI applications for cybersecurity, machine learning, deep learning, anomaly detection, intrusion detection, predictive analytics, challenges like adversarial attacks, data privacy, need for explainable AI in security contexts. Case studies, empirical evaluations, efficacy of AI-driven approaches. Future directions: integrating AI with blockchain and edge computing.

Keywords: RQ3,RQ4. Screener rationale: XAI/calibración y Métricas/metodologías. Additional context keywords include many RAG terms, but abstract doesn't mention trust, hallucinations, etc. It mentions explainable AI (XAI) in security contexts. So RQ3 (XAI mechanisms) is addressed: yes, it mentions need for explainable AI. RQ4 (methods and metrics) maybe partially: it mentions case studies and empirical evaluations, but not specific metrics. Could be partial. RQ1 (trust) not mentioned. RQ2 (hallucinations) not mentioned.

Thus rqs: RQ3,RQ4. Scores: RQ3: 1 (clearly addresses XAI). RQ4: 0.5 (partial, mentions empirical evaluations but not specific metrics). RQ1: 0. RQ2: 0.

Explanation: Spanish, less than 60 words. Provide justification: abstract mentions XAI, empirical evaluations, but no trust or hallucinations.

Return JSON."	ok	0.0	0.0	1.0	0.5
agarwal_toward_2025	Toward {Inclusive} {Healthcare}: {An} {LLM}-{Based} {Multimodal} {Chatbot} for {Preliminary} {Diagnosis}	2025	IEEE Access		10.1109/ACCESS.2025.3594218		https://doi.org/10.1109/access.2025.3594218	Agarwal	1	The rapid advancement of artificial intelligence (AI) technologies has significantly impacted various sectors, including healthcare, where AI-driven diagnostic tools are increasingly integrated into clinical workflows. This paper presents a novel framework for AI-assisted medical image analysis, focusing on the detection and classification of anomalies in chest X-rays for early diagnosis of respiratory diseases. Our approach leverages a hybrid deep learning model combining convolutional neural networks (CNNs) with transformer architectures to enhance feature extraction and contextual understanding. The model was trained on a diverse dataset comprising over 100,000 annotated images from public repositories such as ChestX-ray14 and MIMIC-CXR, achieving an accuracy of 96.2%, sensitivity of 94.8%, and specificity of 97.1%. Comparative evaluations against state-of-the-art methods demonstrate superior performance, particularly in handling class imbalance and noisy data. Furthermore, we discuss ethical considerations, including bias mitigation strategies and interpretability enhancements via attention mechanisms. The proposed framework offers a scalable solution for resource-constrained environments, paving the way for broader adoption of AI in global health systems.	1280	article	1	0	0	0		0	0	0	0	RQ2,RQ3,RQ4	0	1	1	1	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	RQ3	El artículo menciona mejoras de interpretabilidad mediante mecanismos de atención, lo que indica una consideración parcial de XAI, aunque no aborda directamente citas o evidencia destacada.	"{""rqs"":""RQ3"",""explanation"":""El artículo menciona mejoras de interpretabilidad mediante mecanismos de atención, lo que indica una consideración parcial de XAI, aunque no aborda directamente citas o evidencia destacada."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0.5,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper. Title: ""Toward Inclusive Healthcare : An LLM - Based Multimodal Chatbot for Preliminary Diagnosis"". Abstract: describes AI-assisted medical image analysis, hybrid deep learning model for chest X-rays, accuracy metrics, comparative evaluations, ethical considerations including bias mitigation and interpretability enhancements via attention mechanisms. They discuss interpretability via attention, but not RAG. The paper is about a multimodal chatbot for preliminary diagnosis, but not retrieval-augmented generation. The abstract does not mention retrieval, grounding, hallucinations, trust, or evaluation of trust. It mentions interpretability enhancements via attention mechanisms, but not XAI mechanisms like attribution, citations, evidence highlighting. So RQ3 partially? They mention interpretability enhancements via attention mechanisms. That is a form of XAI. But the RQ3 is about XAI mechanisms (attribution/citations, evidence highlighting, textual explanations, example-based or concept-based). Attention mechanisms are a form of interpretability, but not exactly attribution/citations. But still qualifies as XAI. So partial? I'd give 0.5 for RQ3.

RQ1: trust: no mention of trust, credibility, user perception. So 0.

RQ2: hallucinations/factuality: no mention. 0.

RQ4: methods and metrics: They mention evaluation metrics (accuracy, sensitivity, specificity) and comparative evaluations. But RQ4 is about methodological approaches, metrics, instruments used to evaluate trust/credibility, factuality/faithfulness, and explainability in RAG systems. This paper does not evaluate RAG systems; it's about a deep learning model for chest X-rays. So not relevant. 0.

Thus rqs: only RQ3? But we gave 0.5. But rqs list should include those with score >0? The instruction: ""Decide which research questions are explicitly addressed by this work."" If partial, maybe still considered addressed? The rqs list likely includes those with score >0. But we have 0.5 for RQ3. So include RQ3. Provide explanation in Spanish. Provide scores for all RQs.

Thus JSON: {""rqs"":""RQ3"",""explanation"":""El artículo menciona mejoras de interpretabilidad mediante mecanismos de atención, lo que indica una consideración parcial de XAI, aunque no aborda directamente citas o evidencia destacada."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0.5,""RQ4"":0}}

Check length: explanation less than 60 words. Count: ""El artículo menciona mejoras de interpretabilidad mediante mecanismos de atención, lo que indica una consideración parcial de XAI, aunque no aborda directamente citas o evidencia destacada."" That's about 27 words. Good.

Return JSON."	ok	0.0	0.0	0.5	0.0
ailapuram_development_2025	Development of a {Medical} {Chatbot} {Using} {Generative} {AI} and {Retrieval}-{Augmented} {Techniques}	2025	2025 12th {International} {Conference} on {Future} {Internet} of {Things} and {Cloud} ({FiCloud})		10.1109/FiCloud66139.2025.00068		https://doi.org/10.1109/ficloud66139.2025.00068	Ailapuram	1	Quick and accurate access to medical information is crucial for patients and healthcare professionals alike. Traditional search engines often fail to concise and context-specific responses to medical queries. This paper introduces a medical chatbot that combines large language models (LLMs) with retrieval-augmented generation (RAG) techniques to generate reliable and contextually relevant answers. The system integrates the Mistral-7B-Instructv0.3 model hosted on Hugging Face and uses Pinecone	497	inproceedings	0	1	0	0		0	0	0	0	RQ2	0	1	0	0	Baja	1.0	Include	Factualidad/alucinaciones	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		El artículo describe el desarrollo del chatbot, sin evaluar confianza, errores, explicabilidad ni métricas.	"{""rqs"":"""",""explanation"":""El artículo describe el desarrollo del chatbot, sin evaluar confianza, errores, explicabilidad ni métricas."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper based on title and abstract. Title: ""Development of a Medical Chatbot Using Generative AI and Retrieval - Augmented Techniques"". Abstract: quick and accurate access to medical info, traditional search engines fail, introduces medical chatbot combining LLMs with retrieval-augmented generation (RAG) to generate reliable and contextually relevant answers. System integrates Mistral-7B-Instructv0.3 model hosted on Hugging Face and uses Pinecone. No mention of evaluation of trust, hallucinations, explainability, or metrics. So likely none of the RQs are explicitly addressed. The abstract only describes development, not evaluation. So all scores 0. rqs empty string. Explanation: ""El artículo describe el desarrollo del chatbot, sin evaluar confianza, errores, explicabilidad ni métricas."" That is less than 60 words. Provide JSON."	ok	0.0	0.0	0.0	0.0
aimeur_explain_2025	Explain further: multi-level explanations for fake news detection using large language models	2025	International Journal of Information Technology		10.1007/s41870-025-02640-8		https://doi.org/10.1007/s41870-025-02640-8	Aïmeur	1	This study investigates the application of machine learning techniques for predicting the mechanical properties of friction stir welded aluminum alloys. Friction stir welding (FSW) is a solid-state joining process widely used in aerospace and automotive industries due to its advantages over conventional fusion welding. However, optimizing process parameters such as rotational speed, traverse speed, and tool pin profile remains challenging. In this work, we employ the Taguchi method combined with artificial neural networks (ANN) and support vector regression (SVR) to model and predict tensile strength and hardness of AA6061-T6 welds. Experimental data from L27 orthogonal array design were used to train and validate the models. Results show that ANN outperforms SVR with a mean absolute error of less than 5% for tensile strength prediction. The optimal parameters identified are 1000 rpm rotational speed, 60 mm/min traverse speed, and square pin profile, achieving a 15% improvement in joint efficiency. Sensitivity analysis reveals rotational speed as the most influential factor. This hybrid approach provides a robust framework for parameter optimization in FSW, reducing experimental trials and enhancing weld quality.	1232	article	1	0	0	0	SPRINGER	0	0	0	1	RQ4	0	0	0	1	Baja	1.0	Include	Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0		El título sugiere explicaciones, pero el resumen trata de soldadura, sin referencia a RAG ni métricas.	"{""rqs"":"""",""explanation"":""El título sugiere explicaciones, pero el resumen trata de soldadura, sin referencia a RAG ni métricas."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to analyze the provided bibliographic metadata: Title: ""Explain further: multi-level explanations for fake news detection using large language models"". Abstract: Actually the abstract seems mismatched: It talks about friction stir welding, mechanical properties, Taguchi method, ANN, SVR. That seems unrelated to fake news detection. So likely the abstract is wrong. But we must base judgement solely on supplied title and abstract. The title indicates multi-level explanations for fake news detection using large language models. That suggests XAI, explanation, maybe trust? But abstract is about welding. So no mention of RAG, trust, hallucinations, evaluation. So none of RQs are addressed. The abstract does not mention retrieval-augmented generation, trust, hallucinations, explainability, evaluation metrics. So all RQs are not covered. Score 0 for all. rqs empty string. Explanation in Spanish: ""El título sugiere explicaciones, pero el resumen trata de soldadura, sin referencia a RAG ni métricas."" That's less than 60 words. Provide JSON."	ok	0.0	0.0	0.0	0.0
